GeneID;MV1_Singlecell_C;MV2_Singlecell_R;MV3_Singlecell_N;MV4_Cellgroups_C;MV5_Cellgroups_R;MV6_Cellgroups_N;Average_Cellgroups;Average_Singlecell;Average_C;Average_R;Average_N
Cre04.g224899;-1,515278175;-1,501967044;-1,512241898;-1,463948563;-1,501592458;-1,466645071;-1,509829039;-1,477395364;-1,489613369;-1,501779751;-1,489443485
Cre04.g224931;1,754883526;1,723731365;1,98463323;2,248719685;2,045106548;2,035890527;1,821082707;2,109905587;2,001801605;1,884418957;2,010261879
Cre04.g224947;5,979186955;5,956330835;6,565087137;6,105646733;6,135864044;6,628697254;6,166868309;6,290069344;6,042416844;6,046097439;6,596892196
Cre04.g225000;6,821425029;5,771569438;6,288717908;6,269928478;6,130419525;6,021246295;6,293904125;6,140531433;6,545676753;5,950994482;6,154982102
Cre04.g225050;7,489652523;7,659892096;7,720014718;7,472605202;7,46124324;7,533410919;7,623186446;7,489086454;7,481128863;7,560567668;7,626712818
Cre04.g225100;5,234112452;5,005905675;5,041666723;5,837504125;5,461750315;5,802588753;5,09389495;5,700614398;5,535808288;5,233827995;5,422127738
Cre04.g225150;4,001996888;3,262929639;3,42678401;3,478659366;3,841001338;3,737284459;3,563903512;3,685648388;3,740328127;3,551965488;3,582034234
Cre04.g225176;2,778735888;2,636349103;2,233909464;2,372883533;2,457945958;2,29263584;2,549664819;2,374488444;2,575809711;2,547147531;2,263272652
Cre04.g225200;7,669260711;7,853571581;7,5240283;7,620619618;7,326048057;7,162526792;7,682286864;7,369731489;7,644940164;7,589809819;7,343277546
Cre04.g225250;8,369354948;8,708824807;8,584474918;8,672544066;8,712729377;8,520225858;8,554218225;8,635166434;8,520949507;8,710777092;8,552350388
Cre04.g225301;4,050947413;4,337830581;3,956374274;3,607535947;3,744530001;3,603788428;4,115050756;3,651951459;3,82924168;4,041180291;3,780081351
Cre04.g225350;8,424801947;8,189446729;8,5859697;8,320132147;7,993046004;8,228175558;8,400072792;8,180451237;8,372467047;8,091246367;8,407072629
Cre04.g225400;7,061037527;7,296731378;7,287950289;7,127309655;7,157700887;7,622559204;7,215239731;7,302523249;7,094173591;7,227216132;7,455254746
Cre04.g225450;4,654376574;4,485110155;4,687517206;4,279747636;4,255245098;4,821383539;4,609001312;4,452125424;4,467062105;4,370177627;4,754450373
Cre04.g225500;7,218248123;6,949186826;7,10291613;8,102353923;7,664931418;8,141312593;7,090117026;7,969532645;7,660301023;7,307059122;7,622114362
Cre04.g225600;6,131439958;6,73900651;6,748455385;6,382851599;6,66414511;6,407132632;6,539633951;6,48470978;6,257145779;6,70157581;6,577794009
Cre04.g225650;10,95171581;11,07133304;11,00409029;10,82961432;10,78371343;11,01894259;11,00904638;10,87742345;10,89066507;10,92752324;11,01151644
Cre04.g225700;7,283783625;6,921288504;7,278061771;9,117093076;8,983652799;9,142091151;7,161044633;9,080945675;8,20043835;7,952470651;8,210076461
Cre04.g225750;7,652605186;7,931213467;7,879356932;7,388784296;6,98200305;7,155537692;7,821058528;7,175441679;7,520694741;7,456608259;7,517447312
Cre04.g225776;4,34547718;4,974688319;4,97697151;4,596264924;4,715462846;4,476503102;4,765712336;4,596076957;4,470871052;4,845075582;4,726737306
Cre04.g225800;7,051267299;8,147553629;8,169594711;9,386565812;9,59049579;9,080608656;7,78947188;9,352556753;8,218916555;8,86902471;8,625101684
Cre04.g225850;7,435843436;7,249773655;7,086319121;6,734681746;7,022906303;6,713270924;7,25731207;6,823619657;7,085262591;7,136339979;6,899795022
Cre04.g225900;9,337658341;8,947398622;9,094588752;8,586383685;8,622026046;9,055084467;9,126548572;8,754498066;8,962021013;8,784712334;9,07483661
Cre04.g225950;6,643041246;6,739070344;6,985449163;6,497914136;6,849831156;6,725281643;6,789186917;6,691008978;6,570477691;6,79445075;6,855365403
Cre04.g226001;2,185027591;1,857648484;1,788493448;1,807292316;1,685538716;2,206865703;1,943723174;1,899898912;1,996159954;1,7715936;1,997679575
Cre04.g226050;7,736124725;6,956532387;7,222852833;6,857179533;6,7860023;6,962026958;7,305169982;6,86840293;7,296652129;6,871267344;7,092439895
Cre04.g226100;8,508039539;8,758484773;8,641992934;8,779111986;8,800314299;8,913002843;8,636172416;8,830809709;8,643575763;8,779399536;8,777497888
Cre04.g226114;0,600974415;0,783761209;0,603295471;0,858274167;0,703658723;0,782547233;0,662677032;0,781493374;0,729624291;0,743709966;0,692921352
Cre04.g226126;1,311650438;1,487455809;1,32205741;1,332975995;1,362032035;2,823374771;1,373721219;1,839460933;1,322313216;1,424743922;2,072716091
Cre04.g226138;-0,88288274;-0,872563452;-0,882106142;-0,88125147;-0,871931312;-0,656450846;-0,879184111;-0,803211209;-0,882067105;-0,872247382;-0,769278494
Cre04.g226150;8,172192442;8,598164852;8,412239504;9,47444285;9,519615688;9,782825639;8,394198933;9,592294725;8,823317646;9,05889027;9,097532572
Cre04.g226200;7,081214516;7,220369754;7,360604952;6,805104845;7,219387344;7,390618376;7,220729741;7,138370188;6,943159681;7,219878549;7,375611664
Cre04.g226226;-0,596023735;-0,590791649;-0,367372871;-0,523959391;-0,590035323;-0,594908038;-0,518062751;-0,56963425;-0,559991563;-0,590413486;-0,481140454
Cre04.g226250;5,406095931;4,693889939;4,942286424;4,821894075;4,806037322;5,040003388;5,014090765;4,889311595;5,113995003;4,749963631;4,991144906
Cre04.g226350;8,486347436;8,701826997;8,920277946;9,085787319;9,059777314;9,359948371;8,70281746;9,168504335;8,786067378;8,880802156;9,140113159
Cre04.g226400;6,531038703;6,853681013;6,836117944;6,098779586;6,551234167;6,297667942;6,74027922;6,315893898;6,314909145;6,70245759;6,566892943
Cre04.g226450;7,574430735;7,42485024;7,711331309;7,348099862;7,272026605;7,58266809;7,570204095;7,400931519;7,461265299;7,348438422;7,6469997
Cre04.g226500;6,315637202;6,290019955;6,535588694;6,425708692;6,767523202;6,425528012;6,380415284;6,539586635;6,370672947;6,528771578;6,480558353
Cre04.g226550;2,902261436;2,622018327;2,776116017;4,085817948;3,496716251;3,050590435;2,766798593;3,544374878;3,494039692;3,059367289;2,913353226
Cre04.g226600;7,646393476;6,991709121;6,75245426;7,896690754;8,307970413;8,009301639;7,130185619;8,071320935;7,771542115;7,649839767;7,380877949
Cre04.g226650;1,149254851;1,168937653;1,28245495;1,582513303;1,635330261;1,221406511;1,200215818;1,479750025;1,365884077;1,402133957;1,25193073
Cre04.g226700;8,257374129;8,063622382;8,215177912;8,329624701;8,135208151;8,27787311;8,178724807;8,247568654;8,293499415;8,099415266;8,246525511
Cre04.g226750;1,28080651;1,769654533;1,515583972;1,169734002;1,182699189;1,235325563;1,522015005;1,195919585;1,225270256;1,476176861;1,375454768
Cre04.g226811;7,398605748;7,518287229;7,266434248;7,291204868;7,919798837;7,657715939;7,394442408;7,622906548;7,344905308;7,719043033;7,462075094
Cre04.g226850;10,5429541;10,74978798;10,77403125;10,18742415;10,16446067;10,24442119;10,68892445;10,19876867;10,36518913;10,45712433;10,50922622
Cre04.g226900;4,108820097;3,819330097;4,548633933;4,932667919;4,004990279;4,89023358;4,158928042;4,609297259;4,520744008;3,912160188;4,719433757
Cre04.g226950;4,748065907;4,946163619;4,905313912;5,12001423;4,839275397;5,147629641;4,866514479;5,035639756;4,934040068;4,892719508;5,026471777
Cre04.g227000;5,827197757;5,753983875;5,544926811;6,185394492;6,15435484;6,08911155;5,708702814;6,142953627;6,006296124;5,954169357;5,81701918
Cre04.g227050;9,003598473;8,747375718;9,069202709;9,98864353;10,05875735;10,32784969;8,940058967;10,12508352;9,496121001;9,403066536;9,698526199
Cre04.g227200;8,041559782;7,653110273;8,177022279;8,060316067;7,709500064;7,914736573;7,957230778;7,894850901;8,050937925;7,681305168;8,045879426
Cre04.g227251;7,519367022;7,046681307;7,381633333;7,265122665;7,553226577;7,510124932;7,315893887;7,442824724;7,392244843;7,299953942;7,445879132
Cre04.g227301;3,863431431;2,99976592;3,553972901;3,500190734;3,78257292;3,879954234;3,472390084;3,720905963;3,681811082;3,39116942;3,716963568
Cre04.g227350;7,812835861;7,440683165;7,481293193;7,546516501;7,591125478;7,864463241;7,57827074;7,667368407;7,679676181;7,515904322;7,672878217
Cre04.g227400;4,363229485;3,820419772;4,049172628;5,546297345;6,161677084;4,482877574;4,077607295;5,396950668;4,954763415;4,991048428;4,266025101
Cre04.g227450;6,963734439;7,215582972;6,752296616;8,15713262;8,056678405;8,147130939;6,977204676;8,120313988;7,560433529;7,636130688;7,449713778
Cre04.g227500;7,074812325;6,226306676;6,733638293;6,744243938;6,628321044;6,502066744;6,678252431;6,624877242;6,909528132;6,42731386;6,617852519
Cre04.g227550;7,383851956;6,352548951;6,087153982;7,137787209;6,717417068;6,121663488;6,60785163;6,658955922;7,260819583;6,53498301;6,104408735
Cre04.g227568;8,346442762;8,298559833;8,518184763;8,775765347;8,732397515;8,813426435;8,387729119;8,773863099;8,561104054;8,515478674;8,665805599
Cre04.g227600;6,265900739;6,722485045;7,001430129;6,852092051;6,948461222;7,142895114;6,663271971;6,981149462;6,558996395;6,835473134;7,072162622
Cre04.g227650;6,84846827;6,631390152;6,613457473;6,608214457;6,698020891;6,431483497;6,697771965;6,579239615;6,728341363;6,664705521;6,522470485
Cre04.g227700;7,874739115;8,035379454;7,80526903;5,75380661;5,953334314;6,172380529;7,905129199;5,959840484;6,814272862;6,994356884;6,98882478
Cre04.g227750;3,640863509;3,725731059;3,486095859;3,541022196;3,549990769;3,625034402;3,617563476;3,572015789;3,590942853;3,637860914;3,55556513
Cre04.g227800;4,194489416;4,375886519;4,542724271;4,288073485;4,068221264;4,299520844;4,371033402;4,218605198;4,24128145;4,222053891;4,421122557
Cre04.g227850;6,224803498;5,660065531;6,293144764;6,209430669;6,045455;6,598042395;6,059337931;6,284309355;6,217117084;5,852760265;6,44559358
Cre04.g227900;7,853818728;8,302016112;7,597655609;8,108159912;8,114948438;8,276852812;7,91783015;8,16665372;7,98098932;8,208482275;7,93725421
Cre04.g227950;6,880087264;7,537524092;6,800724062;7,263311003;7,354971847;7,545700122;7,072778472;7,387994324;7,071699133;7,44624797;7,173212092
Cre04.g228000;6,591235095;6,413832896;6,662897034;6,478845837;6,732257719;6,592604746;6,555988342;6,601236101;6,535040466;6,573045308;6,62775089
Cre04.g228050;6,086191199;7,05964454;6,873837638;6,324896333;6,170299609;5,526381067;6,673224459;6,007192337;6,205543766;6,614972075;6,200109353
Cre04.g228100;7,001098985;6,98477947;7,206362202;8,01157104;7,652089204;7,793161919;7,064080219;7,818940721;7,506335012;7,318434337;7,49976206
Cre04.g228150;6,539588033;6,287571351;6,594960485;7,109809983;6,844642245;7,113150495;6,474039956;7,022534241;6,824699008;6,566106798;6,85405549
Cre04.g228208;6,743870286;6,837861859;6,6188041;6,874937671;6,711439691;6,807493448;6,733512082;6,797956937;6,809403978;6,774650775;6,713148774
Cre04.g228250;6,859142572;6,73776933;7,229464282;6,708555591;7,000569358;6,897591648;6,942125395;6,868905532;6,783849082;6,869169344;7,063527965
Cre04.g228300;7,824106764;7,607422937;7,294069443;7,416597849;7,489016847;7,246257819;7,575199715;7,383957505;7,620352306;7,548219892;7,270163631
Cre04.g228350;6,242922674;7,863662319;7,562464044;6,764834337;6,643380101;7,16588948;7,223016345;6,858034639;6,503878505;7,25352121;7,364176762
Cre04.g228400;8,477507941;8,18074203;8,644323471;8,504143237;8,278030927;8,406898854;8,434191147;8,396357673;8,490825589;8,229386478;8,525611163
Cre04.g228450;6,853667906;7,093059777;6,924401284;6,784498917;6,7386058;6,283924256;6,957042989;6,602342991;6,819083412;6,915832789;6,60416277
Cre04.g228500;5,919810358;5,924873167;5,551381863;5,928945751;5,953581388;5,968108869;5,798688463;5,950212003;5,924378055;5,939227277;5,759745366
Cre04.g228550;7,707120691;7,571070907;7,495830993;8,022845016;7,767542618;7,447023426;7,591340864;7,745803687;7,864982854;7,669306762;7,471427209
Cre04.g228600;7,383342242;6,635659418;6,26141358;6,891169454;6,222307366;5,743624517;6,760138413;6,285700445;7,137255848;6,428983392;6,002519048
Cre04.g228625;9,258366897;9,011022392;8,894224818;9,082192398;9,165124169;8,677248559;9,054538036;8,974855042;9,170279648;9,08807328;8,785736689
Cre04.g228650;7,314046249;7,510756356;7,307825854;7,838349932;8,153833867;7,723407017;7,37754282;7,905196939;7,576198091;7,832295112;7,515616435
Cre04.g228675;4,648873933;5,054674755;5,728382505;6,068343455;5,742720117;5,751480666;5,143977064;5,854181413;5,358608694;5,398697436;5,739931585
Cre04.g228700;1,894818752;1,954609287;1,920421369;1,893187948;1,958057938;2,059938155;1,923283136;1,97039468;1,89400335;1,956333612;1,990179762
Cre04.g228750;6,853869649;6,99628616;7,029909572;6,244578198;6,532650674;6,727957621;6,960021794;6,501728831;6,549223924;6,764468417;6,878933596
Cre04.g228800;8,639079364;8,913165506;8,765831927;10,29214946;10,23940338;10,13219888;8,772692266;10,22125057;9,465614411;9,576284443;9,449015404
Cre04.g228850;7,58123359;6,650197144;7,239740686;6,189821202;6,078610492;6,508407207;7,15705714;6,2589463;6,885527396;6,364403818;6,874073947
Cre04.g228900;5,990020249;5,868849708;5,795673416;6,04741627;6,09178126;6,235705974;5,884847791;6,124967835;6,018718259;5,980315484;6,015689695
Cre04.g228925;8,168640881;8,293171452;8,506868156;8,222470115;7,983664143;8,878021894;8,322893497;8,361385384;8,195555498;8,138417798;8,692445025
Cre04.g228950;5,462008124;5,798883233;5,40387647;5,449580077;5,516908282;5,657146215;5,554922609;5,541211524;5,455794101;5,657895757;5,530511343
Cre04.g229000;4,876681617;4,995521688;4,874864934;4,922637915;5,032004434;4,674594275;4,915689413;4,876412208;4,899659766;5,013763061;4,774729605
Cre04.g229026;6,226490661;5,906719645;6,016429985;6,066825752;5,883040119;6,17958076;6,049880097;6,043148877;6,146658206;5,894879882;6,098005372
Cre04.g229050;6,875827401;6,932657783;6,335718778;6,771992768;6,567164387;6,218192804;6,714734654;6,519116653;6,823910084;6,749911085;6,276955791
Cre04.g229100;3,80377121;3,839961391;3,949502573;3,53082067;3,663267252;3,767141053;3,864411725;3,653742992;3,66729594;3,751614322;3,858321813
Cre04.g229163;7,489540408;7,534922915;7,397560798;7,118576605;7,489264426;7,100707346;7,47400804;7,236182793;7,304058506;7,512093671;7,249134072
Cre04.g229226;5,46692305;4,746212692;5,569789278;5,468929407;4,831624582;5,421389042;5,260975007;5,240647677;5,467926229;4,788918637;5,49558916
Cre04.g229250;6,497343423;6,290169946;6,273521706;6,091413765;5,909908694;6,268567568;6,353678358;6,089963342;6,294378594;6,10003932;6,271044637
Cre04.g229300;11,34835539;12,53772861;12,21009345;11,53274796;11,45084573;11,35495911;12,03205915;11,44618427;11,44055168;11,99428717;11,78252628
Cre04.g229350;6,046845851;6,140386874;6,144001902;5,77245435;6,050959149;5,927167964;6,110411542;5,916860488;5,9096501;6,095673011;6,035584933
Cre04.g229374;-0,660910991;-0,568639054;-0,660007035;-0,590630972;-0,653778079;-0,539820212;-0,62985236;-0,594743087;-0,625770982;-0,611208566;-0,599913623
Cre04.g229398;7,331113802;7,792700577;7,851544316;7,67495657;7,59953566;7,973136498;7,658452899;7,749209576;7,503035186;7,696118118;7,912340407
Cre04.g229422;4,045831264;4,544597094;4,586624411;4,268591809;4,554912239;4,14692071;4,392350923;4,323474919;4,157211536;4,549754666;4,366772561
Cre04.g229450;4,094990493;4,351153116;4,313757473;4,235013615;4,360661284;4,17136526;4,253300361;4,255680053;4,165002054;4,3559072;4,242561367
Cre04.g229494;8,23949556;8,087288209;8,337675037;8,009382514;8,070205121;8,355797713;8,221486269;8,145128449;8,124439037;8,078746665;8,346736375
Cre04.g229518;5,228294034;5,313844912;5,883894654;4,784035039;4,981937054;5,110979363;5,475344533;4,958983819;5,006164537;5,147890983;5,497437009
Cre04.g229536;4,18606321;4,270653714;3,429826559;3,895356973;3,943083173;4,070368733;3,962181161;3,96960296;4,040710091;4,106868444;3,750097646
Cre04.g229550;9,67447099;8,860374062;8,89062256;9,053217951;8,847592995;8,784443232;9,141822537;8,895084726;9,363844471;8,853983528;8,837532896
Cre04.g229650;5,359299868;5,559314349;5,236941858;5,276853994;5,322380663;5,310825648;5,385185359;5,303353435;5,318076931;5,440847506;5,273883753
Cre04.g229700;8,841902243;8,828209892;8,400498628;8,877214997;8,995976577;8,88479382;8,690203588;8,919328465;8,85955862;8,912093235;8,642646224
Cre04.g229750;6,33252959;6,281308986;6,459721414;6,752259425;6,828243384;6,510802764;6,35785333;6,697101858;6,542394508;6,554776185;6,485262089
Cre04.g229776;2,78017713;2,84032376;2,770541522;3,552989056;2,845180442;2,956471342;2,797014137;3,118213614;3,166583093;2,842752101;2,863506432
Cre04.g229800;2,349826809;2,640574972;2,780787834;3,030561416;2,843126996;3,076144925;2,590396538;2,983277779;2,690194113;2,741850984;2,928466379
Cre04.g229850;4,852568965;4,879858224;5,269564112;5,068473901;4,369911012;4,858192937;5,000663767;4,76552595;4,960521433;4,624884618;5,063878525
Cre04.g229948;7,896544755;7,6655038;8,382036159;8,309449467;8,00060045;8,370790895;7,981361571;8,226946937;8,102997111;7,833052125;8,376413527
Cre04.g230046;5,227456624;4,392065072;5,174675465;4,272656053;4,151269341;5,074648716;4,931399053;4,499524703;4,750056338;4,271667206;5,12466209
Cre04.g230144;11,19939738;10,53284134;10,45119412;10,47935189;10,07418015;10,52873559;10,72781094;10,36075588;10,83937463;10,30351075;10,48996486
Cre04.g230242;5,534014883;6,320793533;5,38746816;6,276767164;5,926659307;5,86628411;5,747425525;6,02323686;5,905391024;6,12372642;5,626876135
Cre04.g230340;7,064579109;7,780034342;6,797124388;7,292832728;7,209988561;6,905424577;7,213912613;7,136081955;7,178705918;7,495011451;6,851274483
Cre04.g230438;7,886286421;7,969657631;8,224968933;8,196638592;7,974277535;8,118030932;8,026970995;8,096315687;8,041462506;7,971967583;8,171499933
Cre04.g230536;9,725164442;9,622873188;9,804831604;9,001292555;9,029602626;8,641935806;9,717623078;8,890943662;9,363228498;9,326237907;9,223383705
Cre04.g230634;4,537171297;3,855855443;3,433023953;3,840965377;3,428174297;3,566095912;3,942016898;3,611745195;4,189068337;3,64201487;3,499559933
Cre04.g230732;6,156798101;5,58044243;5,622758482;5,718278811;6,059904425;6,101183285;5,786666338;5,95978884;5,937538456;5,820173428;5,861970883
Cre04.g230830;4,704644467;4,355252259;4,977582525;4,47727524;4,876462229;4,873045718;4,67915975;4,742261062;4,590959853;4,615857244;4,925314121
Cre04.g230928;5,91805693;6,07698744;5,982781291;5,780062665;5,759582203;5,94346188;5,992608554;5,827702249;5,849059797;5,918284821;5,963121586
Cre04.g231026;7,255141761;7,582971031;7,597323007;7,274915263;7,392387464;7,234187266;7,4784786;7,300496664;7,265028512;7,487679248;7,415755136
